Date,Close/Last,Volume,Open,High,Low
05/20/2025,$105.64,7178322,$107.35,$107.9899,$104.47
05/19/2025,$107.99,10494180,$104.89,$110.09,$104.80
05/16/2025,$113.23,8626997,$117.50,$117.59,$110.82
05/15/2025,$113.59,13711050,$122.08,$122.08,$112.85
05/14/2025,$125.32,20753510,$114.725,$130.11,$113.80
05/13/2025,$112.84,6684765,$113.04,$116.40,$111.50
05/12/2025,$111.21,7070511,$114.15,$114.535,$109.6021
05/09/2025,$108.46,4836052,$109.85,$112.35,$105.52
05/08/2025,$107.83,5758976,$108.25,$109.66,$105.20
05/07/2025,$105.53,9219438,$109.33,$111.58,$102.80
05/06/2025,$109.99,8954682,$113.65,$114.78,$108.6301
05/05/2025,$116.33,11529500,$113.09,$120.87,$111.63
05/02/2025,$113.83,29599200,$120.25,$125.3899,$111.62
05/01/2025,$118.79,14328190,$125.635,$126.10,$117.49
04/30/2025,$116.57,8008405,$113.875,$116.94,$108.50
04/29/2025,$122.14,3766968,$119.57,$123.29,$118.20
04/28/2025,$121.21,8891410,$118.58,$123.00,$116.30
04/25/2025,$118.10,8702704,$115.03,$120.56,$114.2556
04/24/2025,$112.25,4141140,$106.90,$112.96,$106.16
04/23/2025,$107.17,5873665,$109.51,$113.55,$105.82
04/22/2025,$101.66,5108777,$96.24,$101.90,$95.40
04/21/2025,$94.15,3090751,$94.00,$95.41,$90.78
04/17/2025,$96.16,2858279,$94.52,$96.87,$93.0801
04/16/2025,$95.38,3685336,$93.07,$95.49,$91.61
04/15/2025,$96.46,4061699,$98.66,$99.79,$94.56
04/14/2025,$98.26,3943375,$105.75,$106.50,$97.5001
04/11/2025,$101.15,4217575,$101.00,$101.81,$96.43
04/10/2025,$102.01,7351305,$103.98,$107.46,$98.77
04/09/2025,$110.86,13906470,$88.74,$113.90,$87.1242
04/08/2025,$88.89,9633597,$97.14,$97.8999,$86.88
04/07/2025,$93.00,11772340,$81.01,$97.00,$79.7499
04/04/2025,$86.91,13290250,$92.18,$92.91,$82.80
04/03/2025,$96.90,11840670,$99.50,$100.50,$93.63
04/02/2025,$109.50,10073460,$104.85,$113.75,$104.85
04/01/2025,$110.05,6568167,$105.795,$111.60,$104.3491
03/31/2025,$104.90,9511550,$102.295,$106.59,$97.61
03/28/2025,$107.71,8001920,$110.25,$112.78,$103.74
03/27/2025,$110.23,6775399,$117.50,$117.50,$110.05
03/26/2025,$120.20,4869412,$124.60,$125.60,$117.17
03/25/2025,$125.43,5815589,$124.00,$127.27,$120.02
03/24/2025,$124.94,9012069,$119.81,$126.50,$119.76
03/21/2025,$115.70,7987117,$107.80,$116.29,$106.00
03/20/2025,$108.75,7803443,$109.18,$112.99,$107.04
03/19/2025,$109.91,9529586,$110.10,$113.48,$105.50
03/18/2025,$110.10,13232160,$120.57,$121.94,$108.1285
03/17/2025,$125.56,19261720,$123.62,$142.00,$119.92
03/14/2025,$128.21,6818919,$126.51,$130.83,$123.45
03/13/2025,$121.53,7288624,$130.00,$131.68,$118.57
03/12/2025,$130.68,11368680,$134.79,$136.47,$126.12
03/11/2025,$122.73,14629570,$111.00,$123.49,$110.00
03/10/2025,$107.29,20956740,$127.75,$127.75,$105.51
03/07/2025,$133.98,13834950,$147.02,$148.30,$131.26
03/06/2025,$150.72,5336036,$160.50,$166.11,$150.53
03/05/2025,$168.52,4355851,$161.00,$169.99,$158.3173
03/04/2025,$159.17,7780740,$157.86,$164.65,$148.2651
03/03/2025,$162.45,7176780,$165.455,$174.22,$160.40
02/28/2025,$161.78,9356938,$156.90,$163.38,$155.45
02/27/2025,$159.78,5342560,$170.41,$172.14,$156.00
02/26/2025,$168.10,6358362,$161.96,$170.30,$161.22
02/25/2025,$159.99,6115769,$164.00,$166.99,$154.74
02/24/2025,$165.57,7908151,$164.77,$166.38,$154.20
02/21/2025,$166.40,9938974,$175.50,$176.505,$161.883
02/20/2025,$175.44,10625810,$187.70,$187.75,$170.60
02/19/2025,$189.66,4444134,$185.50,$190.9174,$183.96
02/18/2025,$187.13,9020178,$193.40,$196.758,$183.80
02/14/2025,$196.38,8424934,$202.00,$203.95,$192.5701
02/13/2025,$204.95,21066720,$203.915,$214.30,$195.98
02/12/2025,$216.47,11245550,$213.60,$220.75,$211.00
02/11/2025,$213.76,6210474,$222.03,$222.48,$211.33
02/10/2025,$224.93,4314758,$228.80,$230.41,$221.5001
02/07/2025,$225.23,5448021,$218.59,$227.05,$218.2001
02/06/2025,$216.51,6409250,$222.44,$222.44,$209.00
02/05/2025,$221.16,3563599,$213.50,$221.18,$211.00
02/04/2025,$215.31,5509422,$208.865,$218.25,$207.143
02/03/2025,$202.31,3611053,$189.12,$205.50,$188.95
01/31/2025,$199.55,3248356,$201.84,$206.60,$197.05
01/30/2025,$198.93,4168870,$204.99,$208.62,$195.69
01/29/2025,$202.00,5863404,$201.00,$205.57,$195.671
01/28/2025,$194.75,5422760,$184.00,$196.83,$181.81
01/27/2025,$180.83,4068590,$174.22,$183.59,$170.20
01/24/2025,$182.40,3923229,$183.63,$190.50,$180.00
01/23/2025,$181.99,3568417,$182.00,$187.70,$178.50
01/22/2025,$183.74,4999437,$187.47,$188.19,$181.52
01/21/2025,$188.32,7475493,$177.50,$191.00,$175.60
01/17/2025,$175.33,3375496,$178.28,$179.87,$172.15
01/16/2025,$174.87,3341636,$171.76,$176.8193,$169.73
01/15/2025,$170.69,5164845,$170.09,$178.83,$167.50
01/14/2025,$164.82,4913996,$169.60,$172.1888,$161.06
01/13/2025,$164.65,4368150,$160.44,$165.50,$156.58
01/10/2025,$167.08,4003804,$169.00,$169.6999,$159.80
01/08/2025,$172.01,4202606,$167.59,$174.34,$166.00
01/07/2025,$172.32,4201077,$180.25,$183.12,$171.1078
01/06/2025,$179.49,5416360,$182.00,$187.69,$174.50
01/03/2025,$177.74,9436014,$167.53,$181.22,$166.965
01/02/2025,$165.91,4076541,$164.43,$168.4999,$156.0357
12/31/2024,$163.44,3438493,$166.00,$167.678,$162.64
12/30/2024,$165.53,7541139,$167.375,$169.79,$162.26
12/27/2024,$173.54,2606090,$175.53,$176.53,$167.80
12/26/2024,$176.74,2444126,$177.80,$182.20,$174.77
12/24/2024,$177.41,2098732,$169.00,$178.10,$168.89
12/23/2024,$168.61,3728886,$171.25,$173.82,$166.3731
12/20/2024,$170.71,7705642,$162.99,$174.11,$158.77
12/19/2024,$163.72,4761558,$163.90,$166.60,$157.22
12/18/2024,$160.65,7792824,$172.45,$174.385,$157.75
12/17/2024,$168.79,6894464,$177.15,$177.57,$167.32
12/16/2024,$178.10,8934913,$169.27,$180.36,$166.20
12/13/2024,$172.65,4893316,$164.35,$174.00,$163.51
12/12/2024,$163.51,4024652,$164.01,$172.50,$163.2393
12/11/2024,$165.92,5981887,$164.00,$168.6605,$161.00
12/10/2024,$155.93,10972810,$168.31,$176.6731,$151.76
12/09/2024,$167.17,16640770,$171.50,$180.74,$157.05
12/06/2024,$162.76,7910663,$152.06,$163.72,$149.33
12/05/2024,$153.09,4500182,$155.58,$156.667,$151.25
12/04/2024,$154.23,6568466,$150.84,$157.75,$150.63
12/03/2024,$149.83,5966670,$141.00,$151.56,$141.00
12/02/2024,$141.64,3263219,$144.00,$145.58,$138.75
11/29/2024,$140.69,2105949,$143.43,$143.93,$140.26
11/27/2024,$140.04,5531021,$137.80,$141.19,$134.45
11/26/2024,$135.61,7697103,$141.65,$144.81,$132.475
11/25/2024,$141.90,8403896,$149.50,$152.14,$139.22
11/22/2024,$146.67,18665540,$145.41,$149.00,$142.91
11/21/2024,$158.02,12275540,$141.27,$158.49,$139.57
11/20/2024,$136.27,5497907,$137.155,$138.39,$130.01
11/19/2024,$137.16,6889242,$129.01,$138.54,$128.72
11/18/2024,$129.42,4320716,$125.56,$130.13,$124.66
11/15/2024,$124.78,4605078,$128.79,$131.6899,$123.14
11/14/2024,$131.88,2667713,$132.06,$133.99,$129.72
11/13/2024,$132.06,4567415,$128.80,$135.07,$128.80
11/12/2024,$127.75,5247916,$126.66,$130.47,$125.69
11/11/2024,$129.23,5711378,$139.00,$139.04,$128.30
11/08/2024,$134.80,4402023,$130.03,$134.80,$128.33
11/07/2024,$131.44,7756027,$121.57,$133.25,$121.57
